window,jd_mean,jd_median,jd__TIME_STAMP,jd__lon,jd__lat,jd__speed,jd__technology,jd__lte_band,jd__lte_serv_rsrp,jd__lte_serv_rsrq,jd__lte_serv_rssi,jd__lte_cqi0,jd__lte_cqi1,jd__nr_band,jd__nr_serv_rsrp,jd__nr_serv_rsrq,jd__nr_serv_sinr,jd__nr_cqi,jd__dl_tput,jd__ul_tput,jd__lte_nbr_rsrp,jd__lte_nbr_rsrq,jd__irat_rsrp,jd__irat_rsrq,jd__nr_nbr_rsrp,jd__nr_nbr_rsrq,jd__lte_ho_category,jd__nr_ho_category
84,14.159254773228506,16.977211102834566,0.11111661418630289,20.70646196220799,20.80261017059309,3.1560135586630773,22.188912479382058,0.0,10.924616109752488,4.505241439712986,8.15960412515756,16.12037115098068,6.338077998965413,0.0,17.023470057124257,16.930952148544876,18.022751744190778,17.929960333062752,19.426469501804426,22.43955851308994,20.498243857791444,18.388875255741247,24.063128368642115,45.74881028874612,16.730643450937308,17.916688714059543,0.0021936389864738014,0.005852621618258938
85,14.187274438432329,16.910169701433432,0.11111661418630289,20.70646196220799,20.80261017059309,3.1560135586630773,22.188912479382058,0.0,15.179828635975895,3.643293575462268,12.651327371114919,16.88938725432199,3.448961240674026,0.0,17.023470057124257,16.930952148544876,18.022751744190778,17.929960333062752,19.426469501804426,22.43955851308994,16.562140732766576,17.288602423085543,24.063128368642115,45.74881028874612,16.730643450937308,17.916688714059543,0.0021936389864738014,0.005852621618258938
86,13.615583921494792,16.685371456268584,0.11111661418630289,20.70646196220799,20.80261017059309,3.1560135586630773,22.188912479382058,0.0,9.188094746665923,1.9659900099599217,9.341046579126912,10.59763026496176,9.645026799387754,0.0,17.023470057124257,16.930952148544876,18.022751744190778,17.929960333062752,19.426469501804426,20.145379857149557,15.715878587263557,16.640099461599856,24.063128368642115,45.74881028874612,16.730643450937308,17.916688714059543,0.0021936389864738014,0.005852621618258938
87,14.338908141641609,16.977211102834566,0.11111661418630289,20.70646196220799,20.80261017059309,3.1560135586630773,22.188912479382058,0.0,12.714445435587152,11.470341570221919,16.67677833040588,5.799245450618486,3.6775211262959826,0.0,17.023470057124257,16.930952148544876,18.022751744190778,17.929960333062752,19.426469501804426,21.96445397472724,21.206378602251775,19.02263450338154,24.063128368642115,45.26258732518853,16.730643450937308,17.916688714059543,0.0021936389864738014,0.005852621618258938
88,15.963863862841869,17.976356038626765,0.11111661418630289,20.70646196220799,20.80261017059309,3.1560135586630773,22.188912479382058,0.0,13.1894054831988,20.180844884157466,20.871750051634898,13.655907781437252,19.229677876251678,0.0,17.023470057124257,16.930952148544876,18.022751744190778,17.929960333062752,19.426469501804426,22.43955851308994,23.551565817682825,21.175714373686265,24.063128368642115,45.74881028874612,16.730643450937308,17.916688714059543,0.0021936389864738014,0.005852621618258938
89,13.625222580501086,16.977211102834566,0.11111661418630289,20.70646196220799,20.80261017059309,3.1560135586630773,22.188912479382058,0.0,9.946046979804947,3.6259681891334146,9.143286441227852,1.6777563835102804,12.316814769256796,0.0,17.023470057124257,16.930952148544876,18.022751744190778,17.929960333062752,19.426469501804426,20.313833513949106,18.4416226830178,18.02442248037863,24.063128368642115,45.74881028874612,16.730643450937308,17.916688714059543,0.0021936389864738014,0.005852621618258938
90,13.612653329829449,16.83079779974109,0.11111661418630289,20.70646196220799,20.80261017059309,3.1560135586630773,22.188912479382058,0.0,12.520666413482187,4.339418556618287,11.40016627572214,3.768925167607256,7.018117137547511,0.0,17.023470057124257,16.930952148544876,18.022751744190778,17.929960333062752,19.426469501804426,20.679947531095078,16.464836759950504,16.97087308079326,24.063128368642115,45.74881028874612,16.730643450937308,17.916688714059543,0.0021936389864738014,0.005852621618258938
91,13.645674106614614,16.30228350430922,0.11111661418630289,20.70646196220799,20.80261017059309,3.1560135586630773,22.188912479382058,0.0,9.41107259726034,3.7423459821797045,8.459262464549624,3.900984420277976,14.97405787074072,0.0,17.023470057124257,16.930952148544876,18.022751744190778,17.929960333062752,19.426469501804426,22.43955851308994,15.220285713451144,15.873923557681133,24.063128368642115,45.74881028874612,16.730643450937308,17.916688714059543,0.0021936389864738014,0.005852621618258938
92,13.0992745784782,16.977211102834566,0.11111661418630289,20.70646196220799,20.80261017059309,3.1560135586630773,22.188912479382058,0.0,9.687648127704433,3.5741170463664487,6.736818238287745,9.123702896824394,8.495851156229062,0.0,17.023470057124257,16.930952148544876,18.022751744190778,17.929960333062752,19.426469501804426,22.43955851308994,18.231422749316728,17.25597855880459,24.063128368642115,30.01881638980657,16.730643450937308,17.916688714059543,0.0021936389864738014,0.005852621618258938
93,13.729600349060084,16.83079779974109,0.11111661418630289,20.70646196220799,20.80261017059309,3.1560135586630773,22.188912479382058,0.0,15.327881455795733,4.883820033564192,9.251003894367278,13.226630697140639,16.16281134272309,0.0,17.023470057124257,16.930952148544876,18.022751744190778,17.929960333062752,19.426469501804426,20.28266621131967,16.493961283485557,21.04263193363487,24.063128368642115,25.28097685952789,16.730643450937308,17.916688714059543,0.0021936389864738014,0.005852621618258938
94,13.52016128980285,16.977211102834566,0.11111661418630289,20.70646196220799,20.80261017059309,3.1560135586630773,22.188912479382058,0.0,11.831439430703469,5.903209312004186,11.238246761459765,9.274131815963338,8.015975844922698,0.0,17.023470057124257,16.930952148544876,18.022751744190778,17.929960333062752,19.426469501804426,21.96445397472724,20.695464558997774,22.303069612564475,24.063128368642115,25.28097685952789,16.730643450937308,17.916688714059543,0.0021936389864738014,0.005852621618258938
95,14.722992208065854,17.92332452356115,0.11111661418630289,20.70646196220799,20.80261017059309,22.7361340027496,22.188912479382058,0.0,18.555235987554262,4.087313191428164,17.090979806698336,10.56800594728088,7.152927625243165,0.0,17.023470057124257,16.930952148544876,18.022751744190778,17.929960333062752,19.426469501804426,20.668938959735595,23.352847256189868,21.44322596796425,24.063128368642115,25.28097685952789,16.730643450937308,17.916688714059543,0.0021936389864738014,0.005852621618258938
96,14.565988198597562,17.92332452356115,0.11111661418630289,20.70646196220799,20.80261017059309,22.7361340027496,22.188912479382058,0.0,18.603182868483913,3.146421715258691,17.538771410332973,13.134077629906583,2.728664513701276,0.0,17.023470057124257,16.930952148544876,18.022751744190778,17.929960333062752,19.426469501804426,21.96445397472724,23.352847256189868,18.368951127318383,24.063128368642115,25.28097685952789,16.730643450937308,17.916688714059543,0.0021936389864738014,0.005852621618258938
97,15.135160798533125,17.92332452356115,0.11111661418630289,20.70646196220799,20.80261017059309,22.7361340027496,22.188912479382058,0.0,20.910966566767755,5.18891738691725,21.27454621802173,14.149197944368336,9.252471361273756,0.0,17.023470057124257,16.930952148544876,18.022751744190778,17.929960333062752,19.426469501804426,21.96445397472724,23.352847256189868,17.542457385977617,24.063128368642115,25.28097685952789,16.730643450937308,17.916688714059543,0.0021936389864738014,0.005852621618258938
98,15.013960431015247,17.92332452356115,0.11111661418630289,20.70646196220799,20.80261017059309,22.7361340027496,22.188912479382058,0.0,20.797972038519774,5.622945409255609,21.195686954166913,12.205857180356317,7.602839032321251,0.0,17.023470057124257,16.930952148544876,18.022751744190778,17.929960333062752,19.426469501804426,21.96445397472724,23.352847256189868,17.742046693241736,24.063128368642115,25.28097685952789,16.730643450937308,17.916688714059543,0.0021936389864738014,0.005852621618258938
99,15.073601296002774,17.92332452356115,0.11111661418630289,20.70646196220799,20.80261017059309,22.7361340027496,22.188912479382058,0.0,19.11474076217572,6.703549046673599,19.373900930630594,17.43711600136617,7.036653287369795,0.0,17.023470057124257,16.930952148544876,18.022751744190778,17.929960333062752,19.426469501804426,21.96445397472724,23.352847256189868,17.052049769321457,24.063128368642115,25.28097685952789,16.730643450937308,17.916688714059543,0.0021936389864738014,0.005852621618258938
100,15.349632507908193,17.976356038626765,0.11111661418630289,20.70646196220799,20.80261017059309,22.7361340027496,22.188912479382058,0.0,22.981168904754266,4.058701942448407,23.072971549966294,13.227103582116998,11.101122078250057,0.0,17.023470057124257,16.930952148544876,18.022751744190778,17.929960333062752,19.426469501804426,21.96445397472724,23.352847256189868,19.453753249542242,24.063128368642115,25.28097685952789,16.730643450937308,17.916688714059543,0.0021936389864738014,0.005852621618258938
101,15.335288637886935,17.976356038626765,0.11111661418630289,20.70646196220799,20.80261017059309,22.7361340027496,22.188912479382058,0.0,22.981168904754266,5.5335910245777935,22.274515674843816,13.405544225630226,10.56331298251277,0.0,17.023470057124257,16.930952148544876,18.022751744190778,17.929960333062752,19.426469501804426,21.96445397472724,23.352847256189868,18.763747874206622,24.063128368642115,25.28097685952789,16.730643450937308,17.916688714059543,0.0021936389864738014,0.005852621618258938
102,14.535622221113023,17.92332452356115,0.11111661418630289,20.70646196220799,20.80261017059309,22.7361340027496,22.188912479382058,0.0,18.951899845457742,4.3592668956603315,20.66064451746033,11.626740204370734,2.0395393996388522,0.0,17.023470057124257,16.930952148544876,18.022751744190778,17.929960333062752,19.426469501804426,21.96445397472724,22.215878367860846,16.22943187614484,24.063128368642115,25.28097685952789,16.730643450937308,17.916688714059543,0.0021936389864738014,0.005852621618258938
