window,latent_score_mean,latent_score_median,latent_flag_rate
49,0.34704933833460366,0.3425844685183783,0.0
50,0.33265444889657464,0.280665758311324,0.0
51,0.36229191881937367,0.3331774316033044,0.0
52,0.3435710247040288,0.3248280282902935,0.0
53,0.49421379172275953,0.4428775755484884,0.01
54,0.38008568822751043,0.3829162906123418,0.0
55,0.4507023105750902,0.4346285367965998,0.0
56,0.605856148383344,0.5308710553270999,0.07
57,0.6253288454609175,0.46230056987963564,0.17
58,0.5649643179268152,0.5140022724805686,0.04
59,0.507254294055954,0.501387481070701,0.01
60,0.3822577355225843,0.34781344114630547,0.01
61,0.39838398681528164,0.38178421239017835,0.01
62,0.398790960031409,0.3641536796354574,0.0
63,0.4098994167332919,0.4013625114971301,0.0
64,0.3667041827505939,0.3540894345800655,0.0
65,0.4028015399527829,0.3630209035856177,0.0
66,0.48312690700613337,0.4575234440098026,0.0
67,0.5399623188874835,0.5235634578785796,0.01
68,0.42402712354157707,0.40869863295368264,0.0
69,0.3916829254348231,0.373164694375307,0.01
70,0.45159826662002944,0.42638392248141527,0.0
71,0.538825309204662,0.48286305663372897,0.05
72,0.43517338769853664,0.3966917814482871,0.01
73,0.41552319671560073,0.4060805266416553,0.0
74,16.22526900582689,16.313701392474435,1.0
75,18.455317840503422,18.432619654480135,1.0
76,17.834322265031144,17.640968632916653,1.0
77,19.77105396065619,19.786911056149762,1.0
78,17.733918374924404,17.460115068308582,1.0
79,16.582887596280212,16.458350105539054,1.0
80,19.651626032545234,19.198470052587787,1.0
81,19.60539712461386,19.509565998863685,1.0
82,17.72222638279477,18.08657859787111,1.0
83,17.8840304186291,17.98654816647742,1.0
84,17.900489412735418,18.106276166317933,1.0
85,18.135812189139767,17.74276384077228,1.0
86,18.759484570042588,18.457407998059345,1.0
87,19.38013460529985,19.27256559565894,1.0
88,17.410469859497592,16.637411596346347,1.0
89,18.54489110145719,18.686369546476378,1.0
90,19.11642051733224,19.388140819861526,1.0
91,18.226958583867425,18.299562369405322,1.0
92,20.26007650599636,20.14027355287211,1.0
93,20.007180381695584,20.625683941303137,1.0
94,15.444296351042285,15.361374936931202,1.0
95,18.56626943497915,18.5930246603645,1.0
96,18.186457196792997,18.137067521510005,1.0
97,18.288072016189926,18.29998578253289,1.0
98,18.148107072121917,18.119471569008546,1.0
99,18.219223478925763,18.180785618014863,1.0
100,18.21870711734402,18.213654594930013,1.0
101,18.17630414337827,18.177740974557757,1.0
102,18.900208939776515,18.867407376616114,1.0
103,18.998885344053207,19.023227763225123,1.0
104,18.899198343789152,18.92170130483251,1.0
105,18.577213392510938,18.558270537809236,1.0
106,18.51915654370551,18.515630859668633,1.0
107,18.49706798394785,18.46194830426749,1.0
108,18.51285558736938,18.47822845047187,1.0
109,18.42988147249305,18.456095988590974,1.0
110,18.48784047837721,18.506810005659496,1.0
111,18.580935202696274,18.5381036860937,1.0
112,18.294205407001392,18.309683300563066,1.0
113,18.259784543014916,18.2470354482178,1.0
114,18.316081322032435,18.33258032584125,1.0
115,18.40816230820918,18.396265378456945,1.0
116,18.349594510849396,18.344757653683512,1.0
117,19.580167619065026,19.57874861459804,1.0
118,19.462801552300633,19.448123482806956,1.0
119,19.008991361572598,18.937493581949873,1.0
120,19.211932913594193,19.196254191849995,1.0
121,19.558299060187455,19.586759041737047,1.0
122,19.677272253760176,19.739786463677135,1.0
123,19.225916421134237,19.295925509422467,1.0
124,19.2454847577668,19.23430612261445,1.0
125,18.54353716731085,18.53062314725795,1.0
126,19.3281852199146,19.32933287188475,1.0
127,19.22337591979548,19.2328542715671,1.0
128,18.41531887889827,18.413576118796094,1.0
129,19.57550929125059,19.524834616503078,1.0
130,19.56166375397748,19.524700274654876,1.0
131,18.294377163008793,18.299834015011893,1.0
132,18.139165726462426,18.175208307211523,1.0
133,18.202218766618746,18.12880994849049,1.0
134,17.843857365669226,17.855771028790507,1.0
135,11.39269141426002,11.352919921851363,1.0
136,10.759866501451784,10.591063269439905,1.0
137,12.108059719490939,12.095594107970028,1.0
138,11.794148366877204,11.814821648236833,1.0
139,11.453602513274445,11.396474310223017,1.0
140,11.493430138304614,11.554858859222332,1.0
141,11.226318822369453,11.177071723504389,1.0
142,11.264913874364463,11.2922844975462,1.0
143,11.202174732763911,11.163090321149955,1.0
144,11.058723552918734,11.069416618095723,1.0
145,11.243367459090862,11.049944290342882,1.0
146,11.607943317103773,11.620157426906692,1.0
147,11.541605740036037,11.53953210569843,1.0
148,11.735251552687009,11.81095281981326,1.0
149,11.83524854100678,11.841806146623709,1.0
150,11.794621717276964,11.814562887799077,1.0
151,11.6911717930692,11.728827314314797,1.0
152,11.754118345913021,11.77150682081358,1.0
153,11.184757346326341,11.084267715431078,1.0
154,11.6520852167696,11.662611780096654,1.0
155,11.53231468120557,11.604428269629896,1.0
156,11.323219289203205,11.284500529896068,1.0
157,11.349404249846462,11.388278019380836,1.0
158,12.775034203337853,13.080141448460044,1.0
159,13.012016300928208,13.215498673312233,1.0
160,10.7018068356288,10.690567522575737,1.0
161,10.369542863728755,10.242092277864446,1.0
162,10.310216938290157,10.322501589723174,1.0
163,10.379161836240645,10.408108421424728,1.0
164,10.426919394634403,10.512100887924593,1.0
165,10.545111590605023,10.52357971625997,1.0
166,10.684766999093517,10.704127001175408,1.0
167,10.650864083511657,10.655996101942783,1.0
168,11.405757857227414,11.356374191466799,1.0
169,11.309970569690257,11.295256415092432,1.0
170,9.855028992359152,9.771855901566447,1.0
171,9.896767121852912,9.923156189950289,1.0
172,9.839268863364085,9.811255731220896,1.0
173,12.686698746075038,12.665342215670302,1.0
174,11.367178323427792,11.246903760857055,1.0
175,11.987468707663117,11.94938126958157,1.0
176,11.366149690209806,11.185634071959303,1.0
177,11.86066575068882,11.852557700647294,1.0
178,11.974039614629044,11.989976527204234,1.0
179,9.896735917850144,9.963602699651918,1.0
180,10.934954366326695,10.927823766818154,1.0
181,10.12228292614799,10.107994179336284,1.0
182,10.451211354395419,10.454992009953314,1.0
183,10.735027020299134,10.77314506941612,1.0
184,10.337012085440463,10.324407804592322,1.0
185,12.003775552980365,11.937335894656568,1.0
